canonical_url,occurrences,group_ids
https://career.habr.com/vacancies/1000167929,2,0c34c7ed7349794003d2446d54d5d5d6295ad107c1b9d54fff6dbdb34f8d3af3
https://career.habr.com/vacancies/1000168366,2,0d9ec0a4db7d47a360818cd7a462992946f335f700467d5290faee0ae4cd681b
https://career.habr.com/vacancies/1000167306,3,105714c98418cb079c67c44b3b0ef22c10afe268e569856accf5ba9bd2fdc1f5
https://career.habr.com/vacancies/1000167313,2,105714c98418cb079c67c44b3b0ef22c10afe268e569856accf5ba9bd2fdc1f5
https://t.me/ml_jobs_kz/935,2,148c7a9a1f0cb804dc17301693f721b7b9d0bc8838698dd25c4e3fcdfa0d40ea
https://career.habr.com/vacancies/1000168160,2,1a7021ee86353e965df8d5211cec818289f73bff8030c2e66933e1bcacbe5a34
https://api.hh.ru/vacancies/133800446?host=hh.ru,2,1ae5c161e01a92e7d13c33b8f7bbe7f7d13fef59fb14f03fd888731925342c67
https://hirify.me/ai-engineering-jobs,2,1c943431ef4009d1565c83021484b9f02802a681187c1f6676b63f837d889339
https://career.habr.com/vacancies/1000168230,2,25c92d91a0a5a287361a529fe0806b0e32a326a0f8866e9eb5577ff3b567c498
https://t.me/forproducts/9970,2,288dc9410913a40c5bad9cc149ecbe1c6fc89ed1bf8389e33082ca9275c88edd
https://t.me/ml_jobs_kz/897,2,339aac229509b5dfdc7b87df8859e21061b1929740d282e05f44db244132e14f
https://career.habr.com/vacancies/1000167097,2,3b28b61c2762e53cf340e559b32928320ad7eab38eacba165ef74f13f790069a
https://t.me/forproducts/10023,2,443c2e3e73448c5c34bb783671119cd63d11be5777dfc56ab661c0b4e04d365e
https://t.me/ml_jobs_kz/949,2,44af20a5414e5b2d2bf21f0ae0600718e130b0f44277d0d7c7e60cc341c851e3
https://geekjob.ru/vacancy/6a847853ae81f3e6e7089cdd,2,51a3fc618e47620a73166a5244080983a62d0a77e08816b25ce3175610790b96
https://geekjob.ru/vacancy/6a7a35727ef41e02b8006b8c,2,547d9d783fc4b23c7f16b553b9eff55d24ac18e173745adf090050928ec2eb4a
https://geekjob.ru/vacancy/123456,2,548243d0001ec86726b5fd95bbee6e6e500431c8b05899bf62a96839c5647f69
https://t.me/ml_jobs_kz/901,2,5c58f266c270201a8addb6ca02ce16bf2d685dac00f8fdbcf804fed41843776c
https://t.me/ml_jobs_kz/881,2,6395b38573b806312c4fcf3040a75065826697a00dcf2fca498e56daca8c716a
https://career.habr.com/vacancies/1000168006,2,6b2cc2f7bc46df8ce189adaab34abe94a680ba74d406873b416087d1c3cd8eb1
https://t.me/ml_jobs_kz/890,2,7237bc26708347971ee741eeceb88b1a0401e53fb88afbf91d92645920f6da11
https://t.me/ml_jobs_kz/922,3,72ea50a70682e6d34218d7417ab39fc7db6996a15c6099bcf90d6ab23f15dd2d
https://career.habr.com/vacancies/1000168185,2,8139be1b49f6f76874d133ac501ab22e70657f7128cd03a96c476abc4bb92c63
https://t.me/ml_jobs_kz/940,2,8729d02d96b6d9c94339a397f0cda3579977d4a8f0d527186b6ea45cd407bac4
https://career.avito.com/vacancies/razrabotka/19100/,2,89f2dae8bde959fe0bd18ef3f2e84dd0ee54c37c64ef0fcdf7f15b068f1e7cb4
https://t.me/ml_jobs_kz/941,2,95fb702d1a9e1bd5c843938e7126dd527acee18d50e6c803134e0a9dece59ca9
https://t.me/ml_jobs_kz/918,2,9c1e805267c95b7a79a4a50ca372c54df0cace84826a7dbf8dd1f29fa02536a4
https://career.habr.com/vacancies/1000166542,2,9e1e4fe433d90b0f83dbbf27c029f8a13f205bfa9f954937eaccb1540fdd2928
https://career.habr.com/vacancies/1000164602,2,a86e0d24fde4b1ef93c70ff53168c7676d34f726ef640b02efccfd6c9a33a913
https://geekjob.ru/vacancy/6a847aa4eca93d73ad016587,2,a97236f6d440dfcbd1a73a28aa92939ec1f00f2285e64bc4f89f136ce27f20fe
https://career.habr.com/vacancies/1000168057,2,b2c81d3a02a0d00533da9310bf770ea37dca305b31b1bbdc124e874f51d68b99
https://career.habr.com/vacancies/1000166528,2,c4ef5e23afd5b98a430a5093c785a4c76a45af12669f2ddbce22f3a377973c4a
https://geekjob.ru/vacancy/6a7b2fddf795f4d2da0b5ec1,2,d857ea72a1e2f59fde55aced2513a5c1e4cc76ff9c9b88fb913bde86142550ad
https://career.habr.com/vacancies/1000167783,2,e1107eb6d4a85b71ff34e207d48ad6bcd826f19396d18abb1ab9482b254df707
https://career.habr.com/vacancies/1000168324,2,e34db5f30d251444c59aa67b0cd0d649b40c5fbd3a54978e6025dfef8febec7c
https://career.habr.com/vacancies/1000168143,2,e44a54408e0198f7bf41ab598b4f7709707f4bb9385f85072e08cc37ad56f8ee
https://tbank.ru/career/it/vacancy/moscow/ml-prodakt-menedzher-v-komandu-vnedreniya-llm-agentov-dlya-t-biznesa/fb052388-181e-45a2-a198-516e1b0ba4f7/,2,ea95302b96d20ffd6d66d7d35d88c06edcf04a216c4b7eda737ab219e6c0b2b8
https://career.habr.com/vacancies/1000167987,2,f60a4e904a68eb94f59ee3ebe81bcd373757fa6a41c7987e298e1bea8eab23f9
https://career.avito.com/vacancies/upravlenie-biznes-protsessami/19800/,2,fa28504644bb8498879368caf4de19419c9316903e0befc4e595cabab920173a

