message_id,date,source_url,title
195,2026-07-30T07:24:26+00:00,https://career.habr.com/vacancies/1000167955,🔵 Data Scientist (LLM / AI Agents)
196,2026-07-30T07:24:30+00:00,https://career.habr.com/vacancies/1000167965,🔵 Java Developer (LLM)
197,2026-07-30T07:24:34+00:00,https://career.habr.com/vacancies/1000167946,🔵 Python AI Engineer
198,2026-07-30T07:24:39+00:00,https://yandex.ru/jobs/vacancies/rukovoditel-aikomandi-v-lavku-47326,🔵 AI team lead
199,2026-07-30T07:24:42+00:00,https://hirify.me/jobs/782599-middle-project-manager-ai,🔵 Middle Project Manager (AI)
200,2026-07-30T07:24:46+00:00,https://yandex.ru/jobs/vacancies/rukovoditel-gruppi-skoringa-spetsproektov-genaillm-v-sluzhbu-ml-finteha-35312,🔵 Group Lead for Scoring Special Projects (GenAI/LLM)
201,2026-07-30T07:24:50+00:00,https://yandex.ru/jobs/vacancies/razrabotchik-bekenda-v-yandeks-obrazovanie-47381,🔵 Backend Developer (AI agents)
202,2026-07-30T07:24:54+00:00,https://yandex.ru/jobs/vacancies/starshiy-dlrazrabotchik-v-komandu-razrabotki-agentov-i-funktsiy-alice-ai-llm-40746,🔵 Senior DL Engineer (agents and functions for Alice AI LLM)
203,2026-07-30T07:24:57+00:00,https://yandex.ru/jobs/vacancies/mlrazrabotchik-v-komandu-alice-ai-vlm-agents-46805,🔵 ML-разработчик в команду Alice AI VLM Agents
204,2026-07-30T07:25:01+00:00,https://hirify.me/jobs/785623-junior-python-developer-ai,🔵 Junior Python Developer (AI)
205,2026-07-30T07:25:05+00:00,https://hirify.me/jobs/668118-product-owner-ai-platform,🔵 Product Owner (AI)
206,2026-07-30T07:25:09+00:00,https://hirify.me/jobs/782293-senior-fullstack-developer-python-react,"🔵 Senior Fullstack Developer (Python, Django, React, LLM)"
207,2026-07-30T07:25:12+00:00,https://career.habr.com/vacancies/1000167929,🔵 AI developer intern (full-stack)
208,2026-07-30T07:25:16+00:00,https://hirify.me/jobs/783641-juniormiddle-ml-engineerpython-developer-ai,🔵 Junior/Middle ML Engineer / Python Developer (AI)
209,2026-07-30T07:25:20+00:00,https://hirify.me/jobs/783303-senior-python-developer-llm,🔵 Senior Python Developer (LLM)
210,2026-07-30T07:25:23+00:00,https://hirify.me/jobs/770984-senior-ai-product-manager-rd,🔵 Senior AI Product Manager (R&D)
211,2026-07-30T07:25:27+00:00,https://career.habr.com/vacancies/1000164602,🔵 Lead AI/ML Engineer
212,2026-07-30T07:25:31+00:00,https://rabota.sber.ru/search/senior-ml-engineer-agentic-ai-4539507/,🔵 Senior ML Engineer (Agentic AI)
213,2026-07-30T07:25:35+00:00,https://rabota.sber.ru/search/razrabotchik-ai-resheniy-4554068/,🔵 AI solutions developer
214,2026-07-30T07:25:38+00:00,https://hh.ru/vacancy/135520626,🔵 AI Engineer / Специалист по искусственному интеллекту
215,2026-07-30T07:25:42+00:00,https://hh.ru/vacancy/135525825,🔵 ML/AI Engineer
216,2026-07-30T07:25:46+00:00,https://hh.ru/vacancy/135660272,🔵 Full Stack AI Engineer
217,2026-07-30T07:25:49+00:00,https://hh.ru/vacancy/135716924,🔵 Intern - AI engineer
218,2026-07-30T07:25:53+00:00,https://hh.ru/vacancy/129967402,🔵 Senior LLM Inference Backend Engineer
219,2026-07-30T07:25:57+00:00,https://hh.ru/vacancy/135495496,🔵 AI-разработчик / LLM Engineer
220,2026-07-30T07:26:01+00:00,https://hh.ru/vacancy/135688774,🔵 Senior AI engineer
221,2026-07-30T07:26:04+00:00,https://hh.ru/vacancy/135635353,🔵 Senior ML Engineer / AI Engineer (LLM & Agentic Systems)
222,2026-07-30T07:26:08+00:00,https://hh.ru/vacancy/135671193,"🔵 Middle+ AI Engineer (GenAI, LLM, RAG, Agents)"
223,2026-07-30T07:26:12+00:00,https://hh.ru/vacancy/135723823,🔵 AI Security Researcher & Engineer
224,2026-07-30T07:26:15+00:00,https://hh.ru/vacancy/134969707,🔵 Senior LLM Engineer / AI Engineer
225,2026-07-30T07:26:19+00:00,https://hh.ru/vacancy/134370335,🔵 Senior Machine Learning Engineer (AI)
226,2026-07-30T07:26:23+00:00,https://t.me/ml_jobs_kz/972,🔵 Senior Backend Engineer (Python / AI Platform)
227,2026-07-30T07:26:27+00:00,https://t.me/remote_ai_jobs/367,🔵 AI Engineer — AWS Bedrock AgentCore & Production Agentic Systems
228,2026-07-30T07:26:30+00:00,https://team.vk.company/vacancy/52146/,🔵 Presale AI platform architect
229,2026-07-30T07:26:34+00:00,https://yandex.ru/jobs/vacancies/llminzhener-v-finteh-34764,🔵 LLM-инженер
230,2026-07-30T07:26:38+00:00,https://hirify.me/jobs/781756-ai-product-engineer-e-commerce,🔵 AI Product Engineer (e-commerce)
231,2026-07-30T07:26:42+00:00,https://hh.ru/vacancy/135597368,🔵 Founding AI Engineer (Python / LLM / AI Agents)
232,2026-07-30T07:26:45+00:00,https://hh.ru/vacancy/135624749,🔵 Prompt Engineer (Agentic AI)
233,2026-07-30T07:26:49+00:00,https://hh.ru/vacancy/135721610,🔵 AI/ML Engineer
234,2026-07-30T07:26:53+00:00,https://hh.ru/vacancy/135632177,🔵 Software Prototyping Engineer (AI / R&D Engineer)
235,2026-07-30T07:26:56+00:00,https://hh.ru/vacancy/135538233,🔵 AI analyst / AI engineer
236,2026-07-30T07:27:00+00:00,https://hh.ru/vacancy/135194889,🔵 NLP Data Scientist / NLP/LLM преподаватель
237,2026-07-30T07:27:04+00:00,https://hh.ru/vacancy/134985566,"🔵 Data Scientist (NLP, LLM)"
238,2026-07-30T07:27:08+00:00,https://hh.ru/vacancy/135722151,🔵 AI Engineer (GPC)
239,2026-07-30T07:27:11+00:00,https://hh.ru/vacancy/135683576,🔵 AI Product Engineer
240,2026-07-30T07:27:15+00:00,https://hh.ru/vacancy/135008725,🔵 ML/LLM Engineer
241,2026-07-30T07:27:19+00:00,https://yandex.ru/jobs/vacancies/rukovoditel-poiskovoy-platformi-nova-core-agentic-search-47331,🔵 Head of Search Platform Nova (Core & Agentic Search)
242,2026-07-30T07:27:22+00:00,https://yandex.ru/jobs/vacancies/nlp-razrabotchik-funktsiy-v-alisu-44447,🔵 NLP developer (functions for Alice)
243,2026-07-30T07:27:26+00:00,https://career.habr.com/vacancies/1000165251,🔵 Python developer
244,2026-07-30T07:27:30+00:00,https://rabota.sber.ru/search/ml-inzhener-4546674/,🔵 ML Engineer
245,2026-07-30T07:27:34+00:00,https://hh.ru/vacancy/135712015,🔵 ML Engineer
246,2026-07-30T07:27:38+00:00,https://t.me/remote_ai_jobs/366,🔵 Senior machine learning engineer
247,2026-07-30T07:53:18+00:00,https://team.vk.company/vacancy/52299/,🔵 Head of Client AI Solutions
248,2026-07-30T07:53:21+00:00,https://www.superjob.ru/vakansii/stazher-napravleniya-generativnyj-ii-51919034.html,"🔵 Intern, Generative AI"
249,2026-07-30T07:53:25+00:00,https://hirify.me/jobs/785847-ai-developer-netllm,🔵 AI Developer (.NET + LLM)
250,2026-07-30T07:53:29+00:00,https://www.tbank.ru/career/it/vacancy/moscow/starshij-menedzher-po-lokalizacii-ai-i-avtomatizaciya/d9bb975f-271e-4b88-85ed-eebfa3569d35/,🔵 LLM engineer (localization)
251,2026-07-30T07:53:33+00:00,https://hh.ru/vacancy/135736054,"🔵 Senior Data Engineer (Data & AI Platform, Crypto)"
252,2026-07-30T09:55:25+00:00,https://hirify.me/jobs/786204-senior-ai-developer-net,🔵 Senior AI Developer (.NET)
253,2026-07-30T09:55:29+00:00,https://hh.ru/vacancy/135600818,🔵 Product Manager / Project Manager / AI Product Engineer / Аналитик
254,2026-07-30T11:57:30+00:00,https://hh.ru/vacancy/134785074,🔵 Product Engineer
258,2026-07-30T15:55:11+00:00,https://hirify.me/jobs/787488-middlesenior-java-developer-ai,🔵 Middle/Senior Java Developer (AI)
259,2026-07-30T15:55:15+00:00,https://hirify.me/jobs/787303-senior-frontend-developer-ai,🔵 Senior Frontend Developer (AI)
260,2026-07-30T15:55:19+00:00,https://hh.ru/vacancy/135757741,🔵 Senior AI Engineer (Multi-Agent Systems & RAG)
261,2026-07-30T15:55:23+00:00,https://hh.ru/vacancy/135757190,🔵 AI application security engineer
