url,occurrences,telegram_message_ids,site_group_ids
https://career.habr.com/vacancies/1000167955,"195 977 1053",""
https://hirify.me/jobs/782293-senior-fullstack-developer-python-react,"206 406",""
https://career.habr.com/vacancies/1000167929,"207 1100 1195","0c34c7ed7349794003d2446d54d5d5d6295ad107c1b9d54fff6dbdb34f8d3af3"
https://career.habr.com/vacancies/1000164602,"211 979 1052 1144","a86e0d24fde4b1ef93c70ff53168c7676d34f726ef640b02efccfd6c9a33a913"
https://hh.ru/vacancy/135495496,"219 787",""
https://team.vk.company/vacancy/52146/,"228 488 778 1206","4f4f90c08f397dc6d7c841bdd66544c8745f48f3f7abbfede232f0aa15b67cf6"
https://rabota.sber.ru/search/ml-inzhener-4546674/,"244 1022 1109 1207","5d0544c542aa589598bfd130a834909c3e0eef4106b9442b310f3b24bc510756"
https://www.superjob.ru/vakansii/stazher-napravleniya-generativnyj-ii-51919034.html,"248 966","dd1c11ab8d3ea77ab15e82d20a3e0182b1f53a9f82651abfb7c5bc81dd2d6dd9"
https://hh.ru/vacancy/135600818,"253 449 838","61be13667713ca236764bc71edfb73469e4e6f3c25a2ef5b4e4124f8efb7da82"
https://rabota.sber.ru/search/senior-product-lead-gigachat-4517248/,"262 1005","df7de1a8d9ac52715183b52e4dc393a08de1dd7223e615f4b2470e4d7b30332a"
https://rabota.sber.ru/search/product-owner-ai-4555588/,"271 998","b9f30b70299427f21c38da2d35e70223a1f7dcf1c84d17194dd26a7072be29eb"
https://hirify.me/jobs/772104-intern-ai-developer-fullstack,"282 373",""
https://hirify.me/jobs/790961-glavnyi-razrabotcik-python-gen-ai,"289 437",""
https://hirify.me/jobs/421455-nlp-developer-ai,"290 391",""
https://career.habr.com/vacancies/1000168013,"296 477",""
https://career.habr.com/vacancies/1000168006,"297 976 1146","6b2cc2f7bc46df8ce189adaab34abe94a680ba74d406873b416087d1c3cd8eb1"
https://job.alfabank.ru/vacancies/digital/,"298 370 744",""
https://hh.ru/vacancy/135278980,"299 386",""
https://hh.ru/vacancy/135084322,"300 387",""
https://yandex.ru/jobs/vacancies/veduschiy-razrabotchik-tehlid-agentskoy-platformi-v-alisu-46683,"303 364",""
https://career.habr.com/vacancies/1000167987,"306 369 494 1013 1099 1196","f60a4e904a68eb94f59ee3ebe81bcd373757fa6a41c7987e298e1bea8eab23f9"
https://hh.ru/vacancy/135295878,"311 783",""
https://t.me/neurodromo/4145,"313 467",""
https://t.me/neurodromo/4149,"316 480",""
https://t.me/aivacancychannel/4718,"317 483",""
https://t.me/aivacancychannel/4728,"319 484",""
https://t.me/AI_vacancy/1562,"320 487",""
https://hh.ru/vacancy/135705209,"323 793",""
https://hh.ru/vacancy/135192036,"325 410",""
https://t.me/ITjobsFeed/14435,"327 362",""
https://t.me/ITjobsFeed/14443,"328 357",""
https://t.me/ITjobsFeed/14657,"333 458",""
https://t.me/ITjobsFeed/14669,"334 459",""
https://t.me/ITjobsFeed/14697,"335 460",""
https://t.me/ITjobsFeed/14779,"336 462",""
https://t.me/ITjobsFeed/14466,"338 358",""
https://t.me/ITjobsFeed/14698,"341 479",""
https://t.me/ITjobsFeed/14419,"342 360",""
https://t.me/ITjobsFeed/14727,"344 493",""
https://hirify.me/jobs/766658-senior-backend-developer-ai,"348 414 821",""
https://hh.ru/vacancy/135011789,"349 440",""
https://t.me/vakansii_ai/1663,"351 496",""
https://t.me/vakansii_ai/1665,"365 497",""
https://t.me/ITjobsFeed/14882,"372 465",""
https://t.me/careerstation_pm/1275,"376 491",""
https://hh.ru/vacancy/135661340,"381 850 1061",""
https://hh.ru/vacancy/135854121,"385 853 1081",""
https://geekjob.ru/vacancy/6a70b64044b8a09479073066,"390 504","97d1fa69d32bf350d3a8a50b798d855735329062eb3da38dcd8eeeafc9fa39f4"
https://career.habr.com/vacancies/1000168022,"396 1045",""
https://t.me/careerstation_pm/1278,"397 485",""
https://t.me/AI_vacancy/1571,"398 470",""
https://t.me/aivacancychannel/4779,"399 486",""
https://t.me/aivacancychannel/4772,"402 501",""
https://t.me/AI_vacancy/1570,"403 502",""
https://t.me/aivacancychannel/4789,"413 469",""
https://hh.ru/vacancy/135327464,"430 816",""
https://careers.epam.com/en/vacancy/blt0b716349b1cb6058_en,"433 471 740 1034 1132","e6e9bd22eb43de62ec71519a079957047c05d2416f73f340932b07bfb5cc7964"
https://hirify.me/jobs/806934-llm-developer-java,"436 839",""
https://t.me/ITjobsFeed/15034,"447 495",""
https://astanahub.com/en/vacancy/5688,"450 478",""
https://rabota.sber.ru/search/ai-engineer-python-4555195/,"455 995","21de4cb7f0686e87df6cd8ea6c253dcfe900adde753664d81e48034f592edb73"
https://careers.epam.com/en/vacancy/blt054c2e5206176805_en,"472 741 1036 1133","77ad95d66c15ae5dab7c139ffd5f2d2ff852b2df9bd7f61179e3b9f4af25ea11"
https://careers.epam.com/en/vacancy/blt02zqzuos443sm9ki_en,"473 1037 1134","c521691a8f896c0b6d7a174298d8205e4283b897f6557950f24e212f7b247ca2"
https://careers.epam.com/en/vacancy/blt0268766b10518644_en,"474 742 1038 1135","f1fbd90e34b536280b796d2a8b98f41086ed7d71701109aab23ce66daaf63209"
https://careers.epam.com/en/vacancy/blt017bc6dfb686cca0_en,"475 743 1039 1136","c6e14daca4c1d7640541d0cacb35a4aaaede8581a8b065797e546129c359b773"
https://career.habr.com/vacancies/1000168057,"476 1143","b2c81d3a02a0d00533da9310bf770ea37dca305b31b1bbdc124e874f51d68b99"
https://careers.just-ai.com/vacancy/product-manager,"490 1179","f6b4b710fb3ade745dfb607813c5e9d5f89cdf6e5fab02424d10cc37bbe0139e"
https://careers.epam.com/en/vacancy/blt023b745cbef2ffa1_en,"499 771 1189","57b9fbba7cb3e02e8e8a2e4850d84377af4fe777da4c9eb61d5d25c1e34e21fa"
https://career.habr.com/vacancies/1000168084,"500 1114 1220","cfee75f76898fd881ee642ff4d12d3023216371fa78934191fc41d701e13a2a2"
https://t.me/aivacancychannel/4818,"509 750",""
https://t.me/ITjobsFeed/15147,"515 761",""
https://t.me/ITjobsFeed/15141,"516 726",""
https://t.me/aivacancychannel/4829,"519 772",""
https://t.me/AI_vacancy/1576,"526 757",""
https://t.me/ITjobsFeed/15179,"529 727",""
